;Group0;Group1;Group2;Group3;Group4;Group5;Group6;Group7
oppositeSignGrouping;2,2e-05;0,001;0,000494949494949495;0,0;0,0;0,0006384065372829419;0,0009931740614334472;2,1390374331550802e-06
