;Group0;Group1;Group2;Group3;Group4;Group5;Group6;Group7
oppositeSignGrouping;0,00026201923076923076;5,975609756097561e-05;0,000687960687960688;0,0005130597014925373;2,850877192982456e-05;0,00035294117647058826;0,0004283604135893648;0,0002397094430992736
