;Group0;Group1;Group2;Group3;Group4;Group5;Group6;Group7
oppositeSignGrouping;0,00027100000000000003;8,2e-05;0,000692;0,000876;0,00015900000000000002;0,000433;0,0006180000000000001;0,00037
